Disease,Disease ID,Disease Acronym
"Ectodermal dysplasia 13, hair/tooth type",DI-04968,ECTD13
"Ectodermal dysplasia 14, hair/tooth type with or without hypohidrosis",DI-05382,ECTD14
"Ectodermal dysplasia 15, hypohidrotic/hair type",DI-05636,ECTD15
"Ectodermal dysplasia 2, Clouston type",DI-00431,ECTD2
"Ectodermal dysplasia 3, Witkop type",DI-01148,ECTD3
"Ectodermal dysplasia 4, hair/nail type",DI-00427,ECTD4
"Ectodermal dysplasia 7, hair/nail type",DI-04166,ECTD7
"Ectodermal dysplasia 9, hair/nail type",DI-03620,ECTD9
Ectodermal dysplasia and immunodeficiency 1,DI-00424,EDAID1
Ectodermal dysplasia and immunodeficiency 2,DI-00425,EDAID2
"Ectodermal dysplasia with facial dysmorphism and acral, ocular, and brain anomalies",DI-05728,EDFAOB
"Ectodermal dysplasia, ectrodactyly, and macular dystrophy syndrome",DI-00433,EEMS
"Ectodermal dysplasia, Margarita Island type",DI-00426,EDMI
Ectodermal dysplasia-skin fragility syndrome,DI-00429,EDSFS
Ectodermal dysplasia-syndactyly syndrome 1,DI-02899,EDSS1
Ectodermal dysplasia/short stature syndrome,DI-04239,ECTDS
"Ectopia lentis 1, isolated, autosomal dominant",DI-01839,ECTOL1
"Ectopia lentis 2, isolated, autosomal recessive",DI-01244,ECTOL2
Ectopia lentis et pupillae,DI-03690,ECTOLP
"Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3",DI-00434,EEC3
"Ehlers-Danlos syndrome, arthrochalasia type, 1",DI-00442,EDSARTH1
"Ehlers-Danlos syndrome, arthrochalasia type, 2",DI-05166,EDSARTH2
"Ehlers-Danlos syndrome, cardiac valvular type",DI-01317,EDSCV
"Ehlers-Danlos syndrome, classic type, 1",DI-00436,EDSCL1
"Ehlers-Danlos syndrome, classic type, 2",DI-00437,EDSCL2
"Ehlers-Danlos syndrome, classic-like",DI-01097,EDSCLL
"Ehlers-Danlos syndrome, classic-like, 2",DI-05255,EDSCLL2
"Ehlers-Danlos syndrome, dermatosparaxis type",DI-00444,EDSDERMS
"Ehlers-danlos syndrome, hypermobility type",DI-00438,EDSHMB
"Ehlers-Danlos syndrome, kyphoscoliotic type, 1",DI-00440,EDSKSCL1
"Ehlers-Danlos syndrome, kyphoscoliotic type, 2",DI-03408,EDSKSCL2
"Ehlers-Danlos syndrome, musculocontractural type 1",DI-02810,EDSMC1
"Ehlers-Danlos syndrome, musculocontractural type 2",DI-03960,EDSMC2
"Ehlers-Danlos syndrome, periodontal type, 1",DI-04848,EDSPD1
"Ehlers-Danlos syndrome, periodontal type, 2",DI-04849,EDSPD2
"Ehlers-Danlos syndrome, spondylodysplastic type, 1",DI-00435,EDSSPD1
"Ehlers-Danlos syndrome, spondylodysplastic type, 2",DI-03844,EDSSPD2
"Ehlers-Danlos syndrome, spondylodysplastic type, 3",DI-01517,EDSSPD3
"Ehlers-Danlos syndrome, vascular type",DI-00439,EDSVASC
Eiken skeletal dysplasia,DI-01518,EISD
Elejalde syndrome,DI-01519,ELEJAS
Elliptocytosis 1,DI-00445,EL1
Elliptocytosis 2,DI-00446,EL2
Elliptocytosis 3,DI-00447,EL3
Ellis-van Creveld syndrome,DI-00449,EVC
Elsahy-Waters syndrome,DI-05231,ESWS
"Emery-Dreifuss muscular dystrophy 1, X-linked",DI-02444,EDMD1
"Emery-Dreifuss muscular dystrophy 2, autosomal dominant",DI-01520,EDMD2
"Emery-Dreifuss muscular dystrophy 3, autosomal recessive",DI-03418,EDMD3
"Emery-Dreifuss muscular dystrophy 4, autosomal dominant",DI-02519,EDMD4
"Emery-Dreifuss muscular dystrophy 5, autosomal dominant",DI-02520,EDMD5
"Emery-Dreifuss muscular dystrophy 6, X-linked",DI-03833,EDMD6
"Emery-Dreifuss muscular dystrophy 7, autosomal dominant",DI-03705,EDMD7
"Encephalitis/encephalopathy, mild, with reversible myelin vacuolization",DI-05330,MMERV
Encephalocraniocutaneous lipomatosis,DI-04665,ECCL
Encephalopathy due to defective mitochondrial and peroxisomal fission 1,DI-03357,EMPF1
Encephalopathy due to defective mitochondrial and peroxisomal fission 2,DI-04810,EMPF2
"Encephalopathy, acute, infection-induced, 3",DI-01172,IIAE3
"Encephalopathy, acute, infection-induced, 4",DI-03272,IIAE4
"Encephalopathy, acute, infection-induced, 9",DI-05581,IIAE9
"Encephalopathy, acute, infection-induced, Herpes-specific, 1",DI-02573,IIAE1
"Encephalopathy, acute, infection-induced, Herpes-specific, 2",DI-02371,IIAE2
"Encephalopathy, acute, infection-induced, Herpes-specific, 5",DI-03543,IIAE5
"Encephalopathy, acute, infection-induced, Herpes-specific, 6",DI-03544,IIAE6
"Encephalopathy, acute, infection-induced, Herpes-specific, 7",DI-04529,IIAE7
"Encephalopathy, acute, infection-induced, herpes-specific, 8",DI-05212,IIAE8
"Encephalopathy, familial, with neuroserpin inclusion bodies",DI-01567,FENIB
"Encephalopathy, neonatal severe, due to MECP2 mutations",DI-02038,ENS-MECP2
"Encephalopathy, neonatal severe, with lactic acidosis and brain abnormalities",DI-05082,NELABA
"Encephalopathy, progressive, early-onset, with brain atrophy and spasticity",DI-05100,PEBAS
"Encephalopathy, progressive, early-onset, with brain atrophy and thin corpus callosum",DI-04876,PEBAT
"Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy 1",DI-04879,PEBEL1
"Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy, 2",DI-05478,PEBEL2
"Encephalopathy, progressive, early-onset, with episodic rhabdomyolysis",DI-05486,PEERB
"Encephalopathy, progressive, with amyotrophy and optic atrophy",DI-04873,PEAMO
"Encephalopathy, progressive, with or without lipodystrophy",DI-04174,PELD
Enchondromatosis multiple,DI-01524,ENCHOM
Endocrine-cerebroosteodysplasia,DI-01525,ECO
Endometrial cancer,DI-01526,ENDMC
"Endosteal hyperostosis, Worth type",DI-00450,WENHY
Enhanced S cone syndrome,DI-01527,ESCS
Enterokinase deficiency,DI-01528,ENTKD
Eosinophil peroxidase deficiency,DI-01529,EPXD
Epidermodysplasia verruciformis 1,DI-01531,EV1
Epidermodysplasia verruciformis 2,DI-05436,EV2
Epidermodysplasia verruciformis 3,DI-05446,EV3
Epidermodysplasia verruciformis 4,DI-05470,EV4
Epidermodysplasia verruciformis 5,DI-05471,EV5
"Epidermolysis bullosa dystrophica, autosomal dominant",DI-00451,DDEB
"Epidermolysis bullosa dystrophica, autosomal recessive",DI-03090,RDEB
"Epidermolysis bullosa dystrophica, Bart type",DI-00452,B-DEB
"Epidermolysis bullosa dystrophica, pretibial type",DI-00455,PR-DEB
"Epidermolysis bullosa dystrophica, with subcorneal cleavage",DI-00456,EBDSC
"Epidermolysis bullosa letalis, with pyloric atresia",DI-00458,EB-PA
Epidermolysis bullosa pruriginosa,DI-00460,EBP
Epidermolysis bullosa simplex with nail dystrophy,DI-04492,EBSND
Epidermolysis bullosa simplex with pyloric atresia,DI-01532,EBS-PA
"Epidermolysis bullosa simplex, autosomal recessive 1",DI-00461,EBSB1
"Epidermolysis bullosa simplex, autosomal recessive 2",DI-03906,EBSB2
"Epidermolysis bullosa simplex, Dowling-Meara type",DI-00462,DM-EBS
"Epidermolysis bullosa simplex, generalized, with scarring and hair loss",DI-04933,EBSSH
"Epidermolysis bullosa simplex, Koebner type",DI-00463,K-EBS
"Epidermolysis bullosa simplex, Ogna type",DI-00464,O-EBS
"Epidermolysis bullosa simplex, Weber-Cockayne type",DI-00465,WC-EBS
"Epidermolysis bullosa simplex, with migratory circinate erythema",DI-00466,EBSMCE
"Epidermolysis bullosa simplex, with mottled pigmentation",DI-00467,MP-EBS
"Epidermolysis bullosa simplex, with muscular dystrophy",DI-00468,MD-EBS
"Epidermolysis bullosa, junctional, Herlitz type",DI-00457,H-JEB
"Epidermolysis bullosa, lethal acantholytic",DI-00459,EBLA
"Epidermolysis bullosa, non-specific, autosomal recessive",DI-03676,EBNS
Epidermolytic hyperkeratosis,DI-00207,EHK
"Epilepsy X-linked, with variable learning disabilities and behavior disorders",DI-00470,XELBD
"Epilepsy, childhood absence 2",DI-00297,ECA2
"Epilepsy, childhood absence 4",DI-00299,ECA4
"Epilepsy, childhood absence 5",DI-00300,ECA5
"Epilepsy, childhood absence 6",DI-03307,ECA6
"Epilepsy, early-onset, vitamin B6-dependent",DI-04934,EPVB6D
"Epilepsy, early-onset, with or without developmental delay",DI-05807,EPEDD
"Epilepsy, familial adult myoclonic, 1",DI-05296,FAME1
"Epilepsy, familial adult myoclonic, 2",DI-04469,FAME2
"Epilepsy, familial adult myoclonic, 3",DI-05690,FAME3
"Epilepsy, familial adult myoclonic, 4",DI-05691,FAME4
"Epilepsy, familial adult myoclonic, 5",DI-03870,FAME5
"Epilepsy, familial adult myoclonic, 6",DI-05297,FAME6
"Epilepsy, familial adult myoclonic, 7",DI-05298,FAME7
"Epilepsy, familial focal, with variable foci 1",DI-03794,FFEVF1
"Epilepsy, familial focal, with variable foci 2",DI-04832,FFEVF2
"Epilepsy, familial focal, with variable foci 3",DI-04831,FFEVF3
"Epilepsy, familial focal, with variable foci 4",DI-05229,FFEVF4
"Epilepsy, familial temporal lobe, 1",DI-00628,ETL1
"Epilepsy, familial temporal lobe, 5",DI-03336,ETL5
"Epilepsy, familial temporal lobe, 7",DI-04463,ETL7
"Epilepsy, familial temporal lobe, 8",DI-04482,ETL8
"Epilepsy, focal, with speech disorder and with or without mental retardation",DI-03169,FESD
"Epilepsy, hearing loss, and mental retardation syndrome",DI-04554,EHLMRS
"Epilepsy, idiopathic generalized 10",DI-02485,EIG10
"Epilepsy, idiopathic generalized 11",DI-00469,EIG11
"Epilepsy, idiopathic generalized 12",DI-03549,EIG12
"Epilepsy, idiopathic generalized 13",DI-04084,EIG13
"Epilepsy, idiopathic generalized 14",DI-04596,EIG14
"Epilepsy, idiopathic generalized 15",DI-05509,EIG15
"Epilepsy, idiopathic generalized 16",DI-05665,EIG16
"Epilepsy, idiopathic generalized 6",DI-00594,EIG6
"Epilepsy, idiopathic generalized 8",DI-02484,EIG8
"Epilepsy, idiopathic generalized 9",DI-00593,EIG9
"Epilepsy, nocturnal frontal lobe, 1",DI-00819,ENFL1
"Epilepsy, nocturnal frontal lobe, 3",DI-00820,ENFL3
"Epilepsy, nocturnal frontal lobe, 4",DI-00821,ENFL4
"Epilepsy, nocturnal frontal lobe, 5",DI-03663,ENFL5
"Epilepsy, progressive myoclonic 1",DI-00952,EPM1
"Epilepsy, progressive myoclonic 10",DI-04581,EPM10
"Epilepsy, progressive myoclonic 11",DI-05834,EPM11
"Epilepsy, progressive myoclonic 1B",DI-00953,EPM1B
"Epilepsy, progressive myoclonic 2",DI-00954,EPM2
"Epilepsy, progressive myoclonic 3, with or without intracellular inclusions",DI-00955,EPM3
"Epilepsy, progressive myoclonic 4, with or without renal failure",DI-01169,EPM4
"Epilepsy, progressive myoclonic 6",DI-03161,EPM6
"Epilepsy, progressive myoclonic 7",DI-04310,EPM7
"Epilepsy, progressive myoclonic 8",DI-04341,EPM8
"Epilepsy, progressive myoclonic 9",DI-04510,EPM9
"Epilepsy, rolandic, with proxysmal exercise-induce dystonia and writer's cramp",DI-05646,EPRPDC
"Epileptic encephalopathy, childhood-onset",DI-03857,EEOC
"Epileptic encephalopathy, early infantile, 1",DI-00471,EIEE1
"Epileptic encephalopathy, early infantile, 11",DI-02993,EIEE11
"Epileptic encephalopathy, early infantile, 12",DI-02994,EIEE12
"Epileptic encephalopathy, early infantile, 13",DI-03398,EIEE13
"Epileptic encephalopathy, early infantile, 14",DI-03632,EIEE14
"Epileptic encephalopathy, early infantile, 15",DI-03664,EIEE15
"Epileptic encephalopathy, early infantile, 16",DI-03823,EIEE16
"Epileptic encephalopathy, early infantile, 17",DI-03922,EIEE17
"Epileptic encephalopathy, early infantile, 18",DI-03918,EIEE18
"Epileptic encephalopathy, early infantile, 19",DI-04092,EIEE19
"Epileptic encephalopathy, early infantile, 2",DI-00472,EIEE2
"Epileptic encephalopathy, early infantile, 21",DI-04123,EIEE21
"Epileptic encephalopathy, early infantile, 23",DI-04135,EIEE23
"Epileptic encephalopathy, early infantile, 24",DI-04145,EIEE24
"Epileptic encephalopathy, early infantile, 25, with amelogenesis imperfecta",DI-04176,EIEE25
"Epileptic encephalopathy, early infantile, 26",DI-04249,EIEE26
"Epileptic encephalopathy, early infantile, 27",DI-04289,EIEE27
"Epileptic encephalopathy, early infantile, 28",DI-04325,EIEE28
"Epileptic encephalopathy, early infantile, 29",DI-04412,EIEE29
"Epileptic encephalopathy, early infantile, 3",DI-00473,EIEE3
"Epileptic encephalopathy, early infantile, 30",DI-04413,EIEE30
"Epileptic encephalopathy, early infantile, 31",DI-04414,EIEE31
"Epileptic encephalopathy, early infantile, 32",DI-04415,EIEE32
"Epileptic encephalopathy, early infantile, 33",DI-04447,EIEE33
"Epileptic encephalopathy, early infantile, 34",DI-04577,EIEE34
"Epileptic encephalopathy, early infantile, 35",DI-04578,EIEE35
"Epileptic encephalopathy, early infantile, 36",DI-03606,EIEE36
"Epileptic encephalopathy, early infantile, 37",DI-04748,EIEE37
"Epileptic encephalopathy, early infantile, 38",DI-04755,EIEE38
"Epileptic encephalopathy, early infantile, 39",DI-02562,EIEE39
"Epileptic encephalopathy, early infantile, 4",DI-00474,EIEE4
"Epileptic encephalopathy, early infantile, 40",DI-04793,EIEE40
"Epileptic encephalopathy, early infantile, 41",DI-04837,EIEE41
"Epileptic encephalopathy, early infantile, 42",DI-04836,EIEE42
"Epileptic encephalopathy, early infantile, 43",DI-04835,EIEE43
"Epileptic encephalopathy, early infantile, 44",DI-04843,EIEE44
"Epileptic encephalopathy, early infantile, 45",DI-04844,EIEE45
"Epileptic encephalopathy, early infantile, 46",DI-04845,EIEE46
"Epileptic encephalopathy, early infantile, 47",DI-04846,EIEE47
"Epileptic encephalopathy, early infantile, 48",DI-04937,EIEE48
"Epileptic encephalopathy, early infantile, 49",DI-04919,EIEE49
"Epileptic encephalopathy, early infantile, 5",DI-02791,EIEE5
"Epileptic encephalopathy, early infantile, 50",DI-04479,EIEE50
"Epileptic encephalopathy, early infantile, 51",DI-04943,EIEE51
"Epileptic encephalopathy, early infantile, 52",DI-04944,EIEE52
"Epileptic encephalopathy, early infantile, 53",DI-04961,EIEE53
"Epileptic encephalopathy, early infantile, 54",DI-04962,EIEE54
"Epileptic encephalopathy, early infantile, 55",DI-05060,EIEE55
"Epileptic encephalopathy, early infantile, 56",DI-05090,EIEE56
"Epileptic encephalopathy, early infantile, 57",DI-05145,EIEE57
"Epileptic encephalopathy, early infantile, 58",DI-05170,EIEE58
"Epileptic encephalopathy, early infantile, 59",DI-05214,EIEE59
"Epileptic encephalopathy, early infantile, 6",DI-01023,EIEE6
"Epileptic encephalopathy, early infantile, 60",DI-05226,EIEE60
"Epileptic encephalopathy, early infantile, 61",DI-05227,EIEE61
"Epileptic encephalopathy, early infantile, 62",DI-05228,EIEE62
"Epileptic encephalopathy, early infantile, 63",DI-05248,EIEE63
"Epileptic encephalopathy, early infantile, 64",DI-05265,EIEE64
"Epileptic encephalopathy, early infantile, 65",DI-05270,EIEE65
"Epileptic encephalopathy, early infantile, 66",DI-05304,EIEE66
"Epileptic encephalopathy, early infantile, 67",DI-05345,EIEE67
"Epileptic encephalopathy, early infantile, 68",DI-05395,EIEE68
"Epileptic encephalopathy, early infantile, 69",DI-05449,EIEE69
"Epileptic encephalopathy, early infantile, 7",DI-02992,EIEE7
"Epileptic encephalopathy, early infantile, 70",DI-05450,EIEE70
"Epileptic encephalopathy, early infantile, 71",DI-05482,EIEE71
"Epileptic encephalopathy, early infantile, 72",DI-05526,EIEE72
"Epileptic encephalopathy, early infantile, 73",DI-05527,EIEE73
"Epileptic encephalopathy, early infantile, 74",DI-05528,EIEE74
"Epileptic encephalopathy, early infantile, 75",DI-05571,EIEE75
"Epileptic encephalopathy, early infantile, 76",DI-05592,EIEE76
"Epileptic encephalopathy, early infantile, 77",DI-05640,EIEE77
"Epileptic encephalopathy, early infantile, 78",DI-05652,EIEE78
"Epileptic encephalopathy, early infantile, 79",DI-05653,EIEE79
"Epileptic encephalopathy, early infantile, 8",DI-01088,EIEE8
"Epileptic encephalopathy, early infantile, 80",DI-05661,EIEE80
"Epileptic encephalopathy, early infantile, 81",DI-05696,EIEE81
"Epileptic encephalopathy, early infantile, 82",DI-05722,EIEE82
"Epileptic encephalopathy, early infantile, 83",DI-05738,EIEE83
"Epileptic encephalopathy, early infantile, 84",DI-05769,EIEE84
"Epileptic encephalopathy, early infantile, 85, with or without midline brain defects",DI-05802,EIEE85
"Epileptic encephalopathy, early infantile, 86",DI-05854,EIEE86
"Epileptic encephalopathy, early infantile, 87",DI-05860,EIEE87
"Epileptic encephalopathy, early infantile, 88",DI-05883,EIEE88
"Epileptic encephalopathy, early infantile, 9",DI-01533,EIEE9
"Epileptic encephalopathy, infantile or early childhood, 1",DI-05114,IECEE1
"Epileptic encephalopathy, infantile or early childhood, 2",DI-05174,IECEE2
"Epileptic encephalopathy, infantile or early childhood, 3",DI-05273,IECEE3
"Epiphyseal chondrodysplasia, Miura type",DI-04178,ECDM
"Epiphyseal dysplasia, multiple, 7",DI-05118,EDM7
Episodic ataxia 1,DI-00475,EA1
Episodic ataxia 2,DI-00476,EA2
Episodic ataxia 5,DI-03073,EA5
Episodic ataxia 6,DI-00477,EA6
Episodic ataxia 9,DI-05869,EA9
Episodic kinesigenic dyskinesia 1,DI-03309,EKD1
"Episodic pain syndrome, familial, 1",DI-03683,FEPS1
"Episodic pain syndrome, familial, 2",DI-03973,FEPS2
"Episodic pain syndrome, familial, 3",DI-03978,FEPS3
Epithelial recurrent erosion dystrophy,DI-04534,ERED
"Erythrocytosis, familial, 1",DI-00479,ECYT1
"Erythrocytosis, familial, 2",DI-00480,ECYT2
"Erythrocytosis, familial, 3",DI-00481,ECYT3
"Erythrocytosis, familial, 4",DI-00482,ECYT4
"Erythrocytosis, familial, 5",DI-05215,ECYT5
"Erythrocytosis, familial, 8",DI-03027,ECYT8
"Erythroderma, congenital, with palmoplantar keratoderma, hypotrichosis, and hyper IgE",DI-03968,EPKHE
"Erythroderma, ichthyosiform, congenital reticular",DI-02981,CRIE
Erythrokeratodermia variabilis et progressiva 1,DI-00483,EKVP1
Erythrokeratodermia variabilis et progressiva 2,DI-05018,EKVP2
Erythrokeratodermia variabilis et progressiva 3,DI-05019,EKVP3
Erythrokeratodermia variabilis et progressiva 4,DI-05020,EKVP4
Erythrokeratodermia variabilis et progressiva 5,DI-05138,EKVP5
Erythrokeratodermia variabilis et progressiva 6,DI-05634,EKVP6
"Erythroleukemia, familial",DI-05396,FERLK
"Erythropoietic protoporphyria, X-linked dominant",DI-00485,XLDPT
Esophageal cancer,DI-01537,ESCR
Essential hypertension,DI-02647,EHT
Estrogen resistance,DI-03869,ESTRR
Ethylmalonic encephalopathy,DI-01539,EE
Even-plus syndrome,DI-04676,EVPLS
Ewing sarcoma,DI-02610,ES
"Exercise intolerance, riboflavin-responsive",DI-04667,RREI
Exfoliation syndrome,DI-02667,XFS
Exocrine pancreatic insufficiency dyserythropoietic anemia and calvarial hyperostosis,DI-01540,EPIDACH
Extraoral halitosis due to methanethiol oxidase deficiency,DI-05353,EHMTO
Fabry disease,DI-01544,FD
"Facial clefting, oblique, 1",DI-03222,OBLFC1
"Facial dysmorphism, hypertrichosis, epilepsy, intellectual and developmental delay, and gingival overgrowth syndrome",DI-05531,FHEIG
"Facial dysmorphism, immunodeficiency, livedo, and short stature",DI-03708,FILS
"Facial dysmorphism, lens dislocation, anterior segment abnormalities, and spontaneous filtering blebs",DI-04142,FDLAB
"Facial palsy, congenital, with ptosis and velopharyngeal dysfunction",DI-05120,FPVEPD
"Facial paresis, hereditary congenital, 3",DI-03507,HCFP3
Facioscapulohumeral muscular dystrophy 1,DI-01545,FSHD1
Facioscapulohumeral muscular dystrophy 2,DI-03604,FSHD2
Factor II deficiency,DI-02664,FA2D
Factor V and factor VIII combined deficiency 1,DI-01546,F5F8D1
Factor V and factor VIII combined deficiency 2,DI-02942,F5F8D2
Factor V deficiency,DI-00486,FA5D
Factor VII deficiency,DI-01541,FA7D
Factor X deficiency,DI-03028,FA10D
Factor XI deficiency,DI-01542,FA11D
Factor XII deficiency,DI-00487,FA12D
Factor XIII subunit A deficiency,DI-01543,FA13AD
Factor XIII subunit B deficiency,DI-02829,FA13BD
Familial adenomatous polyposis 1,DI-01547,FAP1
Familial adenomatous polyposis 2,DI-01228,FAP2
Familial adenomatous polyposis 3,DI-04455,FAP3
Familial adenomatous polyposis 4,DI-04840,FAP4
Familial atypical multiple mole melanoma-pancreatic carcinoma syndrome,DI-01558,FAMMMPC
Familial cold autoinflammatory syndrome 1,DI-01561,FCAS1
Familial cold autoinflammatory syndrome 2,DI-01562,FCAS2
Familial cold autoinflammatory syndrome 3,DI-03380,FCAS3
Familial cold autoinflammatory syndrome 4,DI-04279,FCAS4
